customerID,Gender,Elderly,Married,Dependents,Time_as_Client,PhoneService,Internet_Service,Security_Service,Suport,StreamingTV,Contract_Type,PaymentMethod,Monthly_Payment,Total_Paid,Churn
7929-DMBCV,F,0,Yes,No,20,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Mailed check,81.0,1683.7,No
9661-JALZV,F,0,No,No,58,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.7,1519.0,No
5433-KYGHE,F,0,No,Yes,14,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Mailed check,86.0,1164.05,No
4312-KFRXN,M,0,Yes,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,25.4,1710.9,No
5575-TPIZQ,M,0,No,No,46,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Credit card (automatic),89.15,4245.55,No
0114-IGABW,F,0,Yes,No,71,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),58.25,4145.9,No
9944-AEXBM,M,0,No,No,32,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),85.65,2664.3,No
1853-ARAAQ,F,0,No,No,26,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.35,1277.5,No
6952-OMNWB,M,1,Yes,No,68,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),80.35,5589.3,No
4697-LUPSU,M,0,Yes,Yes,2,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.2,34.75,No
8434-VGEQQ,M,0,Yes,Yes,61,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.55,1305.95,No
4952-YSOGZ,F,0,Yes,Yes,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.95,381.3,Yes
1589-AGTLK,M,0,No,No,3,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.35,141.5,Yes
5244-IRFIH,M,1,Yes,No,33,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,94.5,3105.55,Yes
6549-YMFAW,M,1,Yes,No,9,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.25,204.55,No
4950-HKQTE,F,0,No,No,22,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,26.25,605.9,No
6786-OBWQR,F,0,Yes,Yes,5,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,80.85,356.1,No
2684-EIWEO,F,1,No,No,30,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Credit card (automatic),91.7,2758.15,Yes
2753-JMMCV,M,0,No,No,65,Yes,DSL,No,Yes,No,Two year,Credit card (automatic),74.2,4805.65,No
6439-GTPCA,F,0,No,No,45,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,87.25,3941.7,Yes
6621-YOBKI,M,0,No,No,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,92.75,No
1216-JWVUX,M,0,Yes,Yes,25,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.5,1901.05,No
7564-GHCVB,F,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,No,No,Two year,Bank transfer (automatic),79.05,5730.7,No
1173-NOEYG,F,0,Yes,No,27,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),90.15,2423.4,No
7595-EHCDL,M,0,Yes,Yes,32,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.6,1653.45,No
6647-ZEDXT,F,0,No,No,30,Yes,FIBER OPTIC,No,Yes,Yes,One year,Credit card (automatic),110.45,3327.05,No
2521-NPUZR,M,0,Yes,No,70,Yes,FIBER OPTIC,Yes,Yes,No,Two year,Credit card (automatic),101.0,7085.5,No
1307-TVUFB,M,1,No,No,42,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),79.35,3344.1,No
7503-MIOGA,F,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),89.85,6697.35,No
4381-MHQDC,F,0,No,No,47,Yes,DSL,Yes,Yes,No,Two year,Mailed check,65.0,2879.9,No
6923-JHPMP,F,0,No,No,2,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,80.45,137.1,No
5138-WVKYJ,M,0,No,No,10,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,98.55,1008.55,Yes
4018-PPNDW,F,0,Yes,Yes,61,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,24.1,1551.6,No
1635-FJFCC,F,0,No,No,5,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),44.05,202.15,No
2499-AJYUA,F,1,Yes,No,72,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),110.8,7882.25,No
6919-ELBGL,M,1,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.95,8196.4,No
3966-HRMZA,F,1,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,75.05,202.9,No
6425-JWTDV,M,0,Yes,No,48,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.25,855.1,No
8405-IGQFX,F,0,No,No,63,Yes,FIBER OPTIC,No,Yes,Yes,One year,Credit card (automatic),90.05,5817.0,No
8224-IVVPA,F,0,No,No,27,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,56.7,1652.95,No
9477-LGWQI,M,0,Yes,Yes,70,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),80.15,5600.15,No
1410-RSCMR,M,0,Yes,Yes,7,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),71.35,515.75,No
3115-CZMZD,M,0,No,Yes,0,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.25,40.5,No
0139-IVFJG,F,0,Yes,No,2,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,90.35,190.5,No
6683-VLCTZ,M,1,No,No,20,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,98.55,1842.8,Yes
5730-DBDSI,M,0,No,No,66,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,1253.8,No
0030-FNXPP,F,0,No,No,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,57.2,No
2189-WWOEW,F,0,No,Yes,15,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),85.9,1269.55,Yes
5684-FJVYR,F,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,No,Two year,Bank transfer (automatic),90.35,6563.4,No
4013-GUXND,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.8,20.8,No
1894-IGFSG,F,0,No,No,22,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,89.25,1907.85,Yes
7379-POKDZ,M,0,Yes,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.3,208.85,Yes
1266-NZYUI,F,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),66.85,4758.8,No
7969-FFOWG,M,0,Yes,Yes,65,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,1292.6,No
4718-DHSMV,F,0,No,No,11,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,35.8,363.15,No
5175-WLYXL,M,0,No,No,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,78.85,1600.25,No
7817-OMJNA,M,0,No,No,14,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.4,275.7,No
8728-SKJLR,M,0,No,No,41,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,74.25,3089.1,No
3137-NYQQI,M,0,Yes,No,17,Yes,DSL,Yes,No,No,One year,Mailed check,64.8,1175.6,No
7706-DZNKK,M,0,No,No,11,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.45,237.3,No
0236-HFWSV,M,0,No,No,15,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,93.35,1444.65,Yes
3900-AQPHZ,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,19.9,Yes
5842-POCOP,F,0,Yes,No,5,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Mailed check,88.9,454.15,Yes
2037-XJFUP,M,0,Yes,No,33,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,95.8,3036.75,Yes
8823-RLPWL,F,0,Yes,No,72,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Credit card (automatic),110.65,8065.65,No
9505-SQFSW,F,0,Yes,Yes,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,40.3,92.5,No
7314-OXENN,M,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,82.0,184.65,Yes
3758-CKOQL,F,0,Yes,No,59,Yes,FIBER OPTIC,Yes,Yes,No,One year,Credit card (automatic),107.0,6152.3,No
0322-CHQRU,M,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.35,89.5,Yes
5676-CFLYY,M,0,Yes,Yes,71,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),73.35,5154.5,No
7521-AFHAB,F,0,Yes,Yes,5,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.8,220.45,No
0285-INHLN,M,0,Yes,Yes,27,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),54.75,1510.3,No
4678-DVQEO,F,0,No,No,1,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,52.2,52.2,Yes
5125-CNDSP,M,0,No,Yes,63,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),40.6,2588.95,No
0691-IFBQW,F,1,No,No,46,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,110.0,4874.8,Yes
4992-LTJNE,M,0,Yes,Yes,72,Yes,DSL,Yes,No,No,Two year,Bank transfer (automatic),55.3,3983.6,No
2202-OUTMO,F,0,Yes,No,34,Yes,DSL,Yes,Yes,No,Month-to-month,Bank transfer (automatic),60.85,2003.6,No
0810-BDHAW,F,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,One year,Electronic check,78.4,1832.4,No
0229-LFJAF,M,0,No,No,72,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),69.65,4908.25,No
7131-ZQZNK,F,0,Yes,Yes,60,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),59.85,3590.2,No
3442-ZHHCC,M,0,No,No,68,Yes,DSL,Yes,No,No,One year,Credit card (automatic),76.9,5023.0,No
5726-CVNYA,F,0,Yes,Yes,8,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,146.6,No
9871-ELEYA,F,0,No,Yes,34,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),67.65,2339.3,No
4257-GAESD,F,0,No,No,6,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),45.0,298.7,No
5173-WXOQV,M,0,Yes,No,2,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,64.2,143.65,No
2040-OBMLJ,M,0,No,No,31,Yes,FIBER OPTIC,No,Yes,No,One year,Credit card (automatic),81.7,2548.65,No
6286-ZHAOK,F,0,Yes,Yes,20,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),25.55,507.4,No
3807-XHCJH,F,0,Yes,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.0,20.0,No
3009-JWMPU,M,0,No,No,62,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,96.75,6125.4,Yes
5671-RQRLP,F,1,Yes,No,70,Yes,FIBER OPTIC,No,No,No,Two year,Credit card (automatic),75.65,5411.4,No
1450-GALXR,F,0,No,No,10,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,98.5,1058.25,Yes
8859-AXJZP,M,0,Yes,Yes,39,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,23.8,903.8,No
3174-AKMAS,F,0,Yes,No,46,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),64.2,3009.5,No
3138-BKYAV,M,0,No,No,6,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.35,489.45,Yes
9926-PJHDQ,F,0,Yes,Yes,72,Yes,DSL,No,No,Yes,Two year,Bank transfer (automatic),76.8,5468.45,No
7382-DFJTU,M,0,No,No,18,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),55.2,1058.1,No
2798-NYLMZ,M,0,Yes,No,71,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),108.55,7616.0,No
4289-DTDKW,M,0,Yes,No,40,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,101.3,4113.1,Yes
1820-TQVEV,M,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.55,69.55,Yes
2239-JALAW,M,0,No,No,58,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),103.25,6017.65,Yes
4853-RULSV,M,0,No,No,70,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),104.0,7250.15,Yes
8098-TDCBU,F,0,Yes,No,42,Yes,NO,No internet service,No internet service,No internet service,Two year,Electronic check,25.25,1108.2,No
3551-GAEGL,M,0,Yes,Yes,34,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),30.4,938.65,No
4785-NKHCX,M,1,No,No,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,94.15,No
3196-NVXLZ,F,0,No,No,25,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,84.6,2088.05,No
6275-YDUVO,F,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,86.2,178.7,Yes
0036-IHMOT,F,0,Yes,Yes,55,Yes,FIBER OPTIC,No,Yes,Yes,One year,Bank transfer (automatic),103.7,5656.75,No
0115-TFERT,M,0,Yes,No,21,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,111.2,2317.1,Yes
4178-EGMON,M,0,Yes,No,70,Yes,FIBER OPTIC,Yes,Yes,No,Two year,Credit card (automatic),88.0,5986.45,No
4220-TINQT,F,0,Yes,No,61,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,106.35,6751.35,No
5318-YKDPV,M,0,Yes,Yes,43,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),79.15,3566.6,No
7975-TZMLR,M,0,No,No,47,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,103.1,4889.3,No
0295-QVKPB,M,0,No,No,5,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),63.95,318.1,No
4335-BSMJS,F,0,No,No,62,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.8,1563.95,No
2311-QYMUQ,F,0,Yes,Yes,16,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),89.45,1430.25,Yes
3643-AHCFP,M,1,Yes,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),95.6,644.35,Yes
9146-JRIOX,F,0,Yes,Yes,14,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,25.55,372.45,No
3104-OWCGK,M,0,Yes,Yes,60,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,90.95,5453.4,Yes
5337-IIWKZ,M,0,Yes,Yes,34,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,44.85,1442.6,No
9101-BWFSS,F,0,Yes,No,50,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Electronic check,108.55,5610.7,Yes
9650-VBUOG,M,0,Yes,Yes,38,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.05,963.95,No
3487-EARAT,F,0,Yes,Yes,70,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),74.1,5222.3,No
2672-TGEFF,F,0,Yes,Yes,37,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,88.8,3340.55,No
9231-ZJYAM,F,1,No,No,4,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,78.85,292.8,Yes
4250-WAROZ,M,1,Yes,Yes,60,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,93.25,5774.55,No
8184-WMOFI,M,0,Yes,Yes,62,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),71.4,4487.3,No
6982-SSHFK,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.4,44.4,Yes
6092-QZVPP,M,0,No,No,36,Yes,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),79.2,2854.95,No
4625-LAMOB,M,0,No,No,44,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,905.55,No
0727-BMPLR,F,1,No,No,55,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,100.0,5509.3,Yes
0392-BZIUW,F,0,Yes,No,72,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Credit card (automatic),105.0,7589.8,No
1038-ZAGBI,F,0,Yes,Yes,12,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.8,229.6,Yes
6549-NNDYT,F,0,No,No,13,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),30.85,394.1,No
3027-ZTDHO,M,0,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,89.9,89.9,Yes
0422-OHQHQ,F,0,Yes,Yes,15,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.55,295.95,No
6916-HIJSE,F,0,No,No,65,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),84.85,5459.2,No
2316-ESMLS,F,0,Yes,Yes,12,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),33.15,444.75,No
9778-OGKQZ,M,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),92.0,6782.15,No
7408-OFWXJ,F,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.8,6510.45,No
6007-TCTST,F,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.8,8476.5,No
2252-NKNSI,M,0,No,Yes,52,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,85.15,4461.85,No
8713-IGZSO,M,0,No,No,2,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.85,62.0,No
7905-TVXTA,F,0,No,No,5,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,64.35,352.65,No
7695-PKLCZ,F,0,No,No,68,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.5,1424.9,No
2382-BCKQJ,F,0,No,Yes,62,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,100.15,6413.65,Yes
8374-UULRV,M,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.05,6309.65,No
2207-NHRJK,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.8,50.8,Yes
3224-DFQNQ,F,0,Yes,No,66,Yes,FIBER OPTIC,Yes,Yes,No,One year,Electronic check,89.0,5898.6,No
5275-PMFUT,M,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),64.8,4719.75,No
4795-UXVCJ,M,0,No,No,26,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.8,457.3,No
9777-IQHWP,M,0,Yes,Yes,64,Yes,FIBER OPTIC,Yes,No,No,Two year,Bank transfer (automatic),93.4,5822.3,No
0947-MUGVO,M,1,Yes,No,20,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,73.65,1463.5,Yes
9944-HKVVB,F,0,No,No,3,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,95.1,307.4,Yes
4124-MMETB,M,0,No,No,22,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),94.65,2104.55,Yes
3671-SHRSP,M,0,Yes,No,4,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Mailed check,80.6,319.15,Yes
0979-MOZQI,M,0,Yes,No,62,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),39.0,2337.45,No
2732-ISEZX,F,0,No,No,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,104.3,No
3313-QKNKB,M,0,Yes,No,59,Yes,FIBER OPTIC,No,No,No,One year,Electronic check,85.55,5084.65,Yes
0323-XWWTN,M,0,No,Yes,3,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,26.4,121.25,No
1937-OTUKY,F,0,Yes,No,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),98.2,7015.9,No
1573-LGXBA,M,0,Yes,Yes,57,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),97.55,5598.0,No
1764-VUUMT,M,0,No,Yes,66,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1269.1,No
5073-WXOYN,F,0,No,No,60,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,50.8,3027.4,Yes
4713-ZBURT,M,0,No,Yes,45,Yes,FIBER OPTIC,No,No,Yes,Two year,Bank transfer (automatic),99.7,4634.35,No
3050-GBUSH,F,0,No,No,3,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),34.8,113.95,No
0207-MDKNV,F,0,No,No,15,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Electronic check,105.1,1582.75,Yes
7876-AEHIG,F,0,No,Yes,51,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),60.15,3077.0,No
7945-HLKEA,F,0,No,No,60,Yes,DSL,Yes,Yes,No,One year,Electronic check,64.75,4039.5,No
9342-VNIMQ,M,0,No,No,33,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),54.65,1665.2,No
9851-KIELU,M,0,No,No,10,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Electronic check,110.1,1043.3,Yes
3523-BRGUW,M,1,No,No,26,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.3,504.2,No
3908-BLSYF,F,0,No,No,6,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,83.9,497.55,Yes
3199-NPKCN,F,0,Yes,No,67,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Electronic check,111.25,7511.65,No
5170-PTRKA,F,0,Yes,Yes,49,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),35.8,1782.0,No
4661-NJEUX,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,No
2123-AGEEN,F,1,No,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,84.35,609.65,No
1258-YMZNM,F,1,No,No,27,Yes,FIBER OPTIC,Yes,No,Yes,One year,Bank transfer (automatic),110.5,2857.6,No
0048-LUMLS,M,0,Yes,Yes,37,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),91.2,3247.55,No
7549-MYGPK,F,0,Yes,Yes,63,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,100.55,6215.35,Yes
5898-IGSLP,M,0,Yes,Yes,31,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Electronic check,89.3,2823.0,No
3804-RVTGV,M,0,Yes,Yes,50,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),103.85,5017.9,Yes
6259-WJQLC,M,1,No,No,32,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),81.1,2619.25,No
9227-LUNBG,F,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,24.6,24.6,Yes
7997-EASSD,F,0,Yes,No,63,Yes,FIBER OPTIC,No,Yes,No,One year,Credit card (automatic),81.2,4965.1,No
0730-KOAVE,M,0,No,No,30,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Credit card (automatic),94.3,2679.7,No
8975-SKGRX,M,0,Yes,No,71,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.1,8310.55,No
0678-RLHVP,F,0,No,No,53,Yes,FIBER OPTIC,No,No,Yes,Two year,Electronic check,105.55,5682.25,No
4315-MURBD,F,0,No,No,12,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),98.9,1120.95,Yes
2267-FPIMA,M,0,Yes,No,50,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Credit card (automatic),94.4,4914.9,No
1051-GEJLJ,F,0,No,No,2,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.5,27.55,No
9734-YWGEX,F,0,No,No,9,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),98.3,923.5,Yes
2719-BDAQO,M,0,No,No,17,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,93.85,1625.65,Yes
5285-MVEHD,F,0,Yes,No,56,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),105.6,6068.65,No
0379-DJQHR,M,0,Yes,Yes,67,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),81.35,5398.6,No
0781-LKXBR,M,1,No,No,9,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,100.5,918.6,Yes
5543-QDCRY,M,0,No,No,4,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,56.4,234.85,No
0297-RBCSG,M,0,No,No,19,Yes,DSL,No,Yes,No,One year,Bank transfer (automatic),65.35,1231.85,No
4694-PHWFW,F,0,No,Yes,8,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,170.9,No
0835-JKADZ,F,0,No,No,71,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Electronic check,111.25,7984.15,No
1907-UBQFC,M,1,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,72.85,688.65,Yes
7508-SMHXL,F,1,No,No,15,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),89.0,1288.3,No
3865-YIOTT,M,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,No,Yes,One year,Bank transfer (automatic),106.1,7848.5,No
5993-BQHEA,M,0,No,No,12,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.05,267.0,No
6024-RUGGH,M,0,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.2,1798.9,No
6513-EECDB,M,1,Yes,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,73.55,73.55,Yes
3956-CJUST,F,1,No,No,23,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Bank transfer (automatic),75.4,1643.55,No
4079-WWQQQ,M,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),65.55,4807.45,No
6103-BOCOU,F,0,No,No,26,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.7,2193.0,No
5149-TGWDZ,F,0,No,No,21,Yes,FIBER OPTIC,No,Yes,Yes,One year,Mailed check,104.55,2239.4,No
7471-WNSUF,M,0,Yes,No,60,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.15,1505.9,No
8942-DBMHZ,M,0,No,No,12,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,255.35,No
